doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_061,423,We found that the most frequent message types (text) formed a small proportion of total traffic ( 153 KB in total and 82B on average out of total 2.3 GB observed data ) while the remainder of the data was almost equally split between picture messages ( 1.2 GB in total and 3 MB on average ) and links ( 1.1 GB in total and 18 MB on average ) .,All,"['split', 'picture messages', 'split', 'links', '( 1.2 GB in total and 3 MB on average )']"
OA-STM_061,427,"We define "" user profile "" that contains statistical information such as : the ratio of text , picture and link messages , the average and standard deviation of message sizes for each message type and the average and standard deviation of message frequency information .",All,"['ratio', 'text', 'ratio', 'picture', 'ratio', 'link messages']"
OA-STM_061,454,"As a result , our new framework adaptively changes forwarding and replication behaviour to best manage tradeoffs across multiple contact and resource attributes of nodes in real network scenarios with different mobility , and connectivity patterns .",All,"['tradeoffs', 'multiple contact']"
OA-STM_061,474,"We consider seven different metrics for the performance analysis of the protocols including success ratio , delay , buffer availability , packet loss rates , number of forwarded and replicated packets , and delivery cost .",All,"['ratio', 'delay', 'ratio', 'buffer availability']"
OA-STM_061,485+486,  RR proposes the nodes to create their own congestion viewas the ratio of drops and duplicate deliveries and compare it to the congestion threshold .,All,"['ratio', 'drops', 'ratio', 'duplicate deliveries']"
OA-STM_061,490,This work has not proposed how the network adjustments would compensate for differing local conditions .,All,"['compensate', 'the network adjustments']"
OA-STM_061,497,"Our results show that our adaptive overlay manages to maintain high success ratio of answered queries , high availability of intermediary nodes and short download times for a P2P file casting application running in the face of increasing number of file publishers and topic popularity .",All,"['ratio', 'answered queries', 'ratio', 'high availability of intermediary nodes']"
OA-STM_062,21,The Host is a regular computer which runs an application that interfaces with SpiNNaker giving the Host a range of control operations over the hardware .,All,"['interfaces', 'SpiNNaker']"
OA-STM_062,27,The System Controller supports soft and hard resets of the different components within a chip and also communicates with the System Controller in neighbouring chips .,All,"['communicates', 'the System Controller', 'in neighbouring chips']"
OA-STM_062,40,The Communications Controller within each processing core handles packets on behalf of its simulated neurons and interfaces with the Comms NoC.,All,"['interfaces', 'the Comms NoC.']"
OA-STM_062,111,10(a ) shows how the progressive introduction of failures results in a high variability of performance metrics when emergency routing is not activated .,All,"['variability', 'performance metrics']"
OA-STM_062,135,  The on - chip network uses Silistix CHAIN [ 23 ] interconnection with 3-of-6 return - to - zero (RTZ) .,All,"['interconnection', '3-of-6 return - to - zero (RTZ)']"
OA-STM_062,138,"The inter - chip links use a different protocol to balance speed , pin usage and (particularly) power consumption .",All,"['balance', 'pin usage', 'balance', '(particularly) power consumption']"
OA-STM_062,158,The counter is reset on reception of an EoP.•Transmitter : The only external input is the handshake acknowledge line .,All,"['reset', 'reception of an EoP.•Transmitter']"
OA-STM_062,181,"  In either case , the interaction between hardware and system software in each chip is coordinated by the Monitor Processor which maintains a continuously updated state ( good , fault , disabled , etc . ) .",All,"['interaction', 'hardware', 'interaction', 'system software', 'in each chip', 'in each chip']"
OA-STM_062,186,"Healthy cores then compete to access the System Controller monitor election register , the winner becoming the Monitor Processor .",All,"['compete', 'the System Controller monitor election register']"
OA-STM_062,224,"Moreover , there is a reasonable range of distribution strategies that allow trade-offs between speed and fault - resilience . .",All,"['trade-offs', 'speed', 'trade-offs', 'fault - resilience']"
OA-STM_062,227,This nurse Chip will ' peek and poke ' the remote System Controller to identify any healthy cores .,All,"['poke', 'This nurse Chip']"
OA-STM_062,304,Although all chips have an Ethernet interface in practice only a few will make use of it to reduce power consumption and maximize the computing resources available to neurons .,All,"['maximize', 'the computing resources available to neurons']"
OA-STM_062,309,"For example it also supports Multilayer Perceptron models [ 10 ] and other non - neural applications such as ray - tracing , many body interaction , finite element analysis and analogue circuit simulation .",All,"['interaction', 'other non - neural applications', 'interaction', 'body', 'interaction', 'finite element analysis', 'interaction', 'analogue circuit simulation']"
OA-STM_062,333,"A product of this is the Spiking Neural Network Emulation Engine (SEE) , an acceleration board implemented with FPGAs interconnected via an on - board bus .",All,"['interconnected', 'FPGAs', 'interconnected', 'an on - board bus']"
OA-STM_062,346,"Additionally , it contains several service nodes that reside outside the core [ 35 ] and communicate with it using Ethernet .",All,"['communicate', 'it']"
OA-STM_062,381,"Such an approach lowers overall hardware costs and represents a reasonable compromise in a power- or area - constrained design.•A novel robust self - timed chip - to - chip interface circuit , resilient to noise - induced glitches preventing deadlocks.•A stable communication fabric able to support communication demands exceeding those expected during regular operation.•The novel emergency routing mechanism helps to deal with congestion and network failures .",All,"['compromise', 'congestion', 'deal', 'congestion', 'deal', 'network failures']"
OA-STM_063,49,"The initial year for the c - Si device shows an unusually low performance , which is due to an early problem with the monitoring system , rectified in February 2008 .",All,"['problem', 'the monitoring system']"
OA-STM_063,77,"The distributions of the CIGS devices are on an average narrower than those of the a - Si devices but still wider than c - Si , which would also be largely due to the mismatch to the detectors .",All,"['mismatch', 'the detectors']"
OA-STM_063,120,"Unless otherwise stated , the analysis is carried out in terms of specific yield , as described in the introduction , and the performance ratio , PR , which is defined as the operating efficiency divided by the STC efficiency .",All,"['ratio', 'PR']"
OA-STM_063,150,"In the case of thin film devices , there are ways to deal with shunt resistance and thus improve low light efficiency significantly .",All,"['deal', 'shunt resistance']"
OA-STM_063,167,"This self - referencing approach is very effective in case of single - junction devices but less so in the case of the multi - junction devices , where the relationship between ISC and irradiance is no longer linear ( and changes abruptly if the spectral conditions force a switchover in the current - limiting sub - cell ) .",All,"['relationship', 'ISC', 'relationship', 'irradiance']"
OA-STM_063,179,"The matrices shown in Fig . 5 were extracted for all modules and integrated with meteorological datasets generated using Meteonorm for the contrasting sites of Loughborough , UK ( low irradiation and low ambient temperature ) and Seville , Spain ( high irradiance and temperature ) .",All,"['integrated', 'meteorological datasets']"
OA-STM_063,181+182,"  Simulations were normalised to the STC simulation , i.e. the performance ratio variation between the different simulations is plotted in Fig.6.It is noticeable that the PR for the majority of the devices is higher in the UK than in Spain .",All,"['ratio', 'the different simulations']"
OA-STM_063,195,"The behaviour of devices will depend on the band gap of the absorber material and potentially on the window layer , where this is present .",All,"['gap', 'the absorber material']"
OA-STM_063,208,It is clearly seen that both air - mass and clearness affect this ratio .,All,"['ratio', 'air - mass']"
OA-STM_063,253,"Similarly , the temperature coefficient of more tuneable technology families such as CIGS can be influenced by the composition ratio of indium and gallium , i.e. a change of band gap , or simply material quality .",All,"['ratio', 'indium', 'ratio', 'gallium']"
OA-STM_064,25,"We assume that the private SLA template can not be changed , since it could also be part of some other local business processes and has usually to comply with different legal and security guidelines .",All,"['comply', 'the private SLA template', 'comply', 'different legal and security guidelines']"
OA-STM_064,29,"A typical mismatch between templates would be between different measurement units of attributes , as for example for the SLO clock speed or missing attributes .",All,"['mismatch', 'templates', 'mismatch', 'different measurement units of attributes']"
